"round","topic","indicator","full_indicator","demographic_variable","demographic_variable_label","estimate","confidence_interval"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Age group","65 years and older","9.6","8.0, 11.3"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Household income","Less than 100% FPL","6.8","4.8, 9.3"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Household income","100% to less than 200% FPL","7.7","5.8, 10.0"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Household income","200% and greater FPL","8.3","7.5, 9.1"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Gender","Male","6.7","5.8, 7.8"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Gender","Female","9.3","8.2, 10.5"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - multiple races","American Indian or Alaska Native alone or in combination","18.5","9.2, 31.5"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - multiple races","Asian alone or in combination","4.2","2.4, 6.7"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - multiple races","Black or African American alone or in combination","9.5","7.4, 12.0"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - multiple races","Hispanic or Latino alone or in combination","7","5.3, 8.9"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - multiple races","Middle Eastern or North African alone or in combination","999",
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - multiple races","Native Hawaiian or Pacific Islander alone or in combination","999",
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - multiple races","White alone or in combination","8","7.1, 8.8"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - single race","American Indian or Alaska Native alone","999",
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - single race","Asian alone","3.6","1.9, 6.2"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - single race","Black or African American alone","9.9","7.5, 12.8"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - single race","Hispanic or Latino alone","7.3","5.5, 9.5"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - single race","Middle Eastern or North African alone","999",
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - single race","Native Hawaiian or Pacific Islander alone","999",
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - single race","White alone","8","7.1, 8.9"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Race and Hispanic origin - single race","Multiracial and/or Multiethnic","7.5","5.0, 10.6"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Region","Northeast","6.6","4.9, 8.6"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Region","Midwest","8.8","7.4, 10.3"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Region","South","9.1","7.9, 10.5"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Region","West","6.7","5.3, 8.3"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Urbanicity","Large central metro","6.8","5.7, 8.0"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Urbanicity","Large fringe metro","7.8","6.4, 9.4"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Urbanicity","Medium and small metro","8.9","7.7, 10.2"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Urbanicity","Nonmetropolitan","9.4","7.0, 12.2"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Education","Bachelors degree or higher","9.5","8.2, 10.9"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Education","High school degree or GED or less","6.9","5.7, 8.2"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Education","Some college","7.8","6.6, 9.1"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Total","Total","22.6","18.7, 26.9"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Age group","18-44 years","30.3","23.1, 38.2"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Age group","45-64 years","20.2","15.6, 25.4"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Age group","65 years and older","18.6","9.6, 30.9"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Household income","Less than 100% FPL","999",
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Household income","100% to less than 200% FPL","15.3","8.3, 25.0"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Household income","200% and greater FPL","25.3","20.6, 30.5"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Gender","Male","14.9","10.9, 19.6"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Gender","Female","27.3","21.6, 33.7"
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","American Indian or Alaska Native alone or in combination","999",
"7","GLP","GLP7","Percentage of adults who used a generic or compounded version of GLP-1 medications in the past 12 months, among those who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","Asian alone or in combination","999",
